hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | VA,"To the best Of its knowledge And belief, the hospital has included all applicable standard charge information In accordance With the requirements Of 45 CFR 180.50, And the information encoded Is True, accurate, And complete As Of the Date indicated.",Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
Level 1 Imaging without Contrast,5521,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",173.53,other,31.98,290.16,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 1 Imaging without Contrast,5521,APC,,,,,facility,outpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",202.8,other,31.98,290.16,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 1 Imaging without Contrast,5521,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",99.38,other,31.98,290.16,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 1 Imaging without Contrast,5521,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",280.8,other,31.98,290.16,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",688.09,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",336.12,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",353.82,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",364.76,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",610.04,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",161.44,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",780.52,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Amerihealth,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",163.81,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",159.8,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Healthy Blue Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",120.26,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",151.59,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,NC Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",175.21,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",142.44,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Wellcare,NC Medicaid Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",105.27,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",115.51,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",113.58,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",112.48,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",115.78,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",955.11,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",571.22,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",667.55,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",872.95,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 2 Imaging without Contrast,5522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",924.3,other,105.27,955.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1930.27,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",709.1,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",746.42,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",769.5,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1711.31,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",452.89,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2189.56,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Amerihealth,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",459.52,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",448.28,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Healthy Blue Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",337.37,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",425.24,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,NC Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",491.5,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",399.59,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Wellcare,NC Medicaid Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",295.3,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",243.68,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",239.61,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",237.28,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",244.26,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2679.33,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1602.41,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1872.65,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",310.16,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 3 Imaging without Contrast,5523,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2592.9,other,237.28,2679.33,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2183.53,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1582.31,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1665.6,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1717.1,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1935.85,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",512.31,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2476.84,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Amerihealth,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",519.81,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",507.1,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Healthy Blue Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",381.63,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",481.03,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,NC Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",555.99,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",452.02,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Wellcare,NC Medicaid Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",334.05,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",543.76,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",534.67,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",529.48,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",545.05,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3030.87,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Level 4 Imaging without Contrast,5524,APC,,,,,facility,outpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1812.66,other,334.05,3030.87,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
